level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10,level 11
Galactic and extragalactic astronomy,Galaxies,Elliptical galaxies,Giant elliptical galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Elliptical galaxies,D galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Elliptical galaxies,D galaxies,cD galaxies,,,,,,
Galactic and extragalactic astronomy,Galaxies,Quenched galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,High-redshift galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Compact galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Compact galaxies,N galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Disk galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Disk galaxies,Lenticular galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Disk galaxies,Ring galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Disk galaxies,Spiral galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Disk galaxies,Spiral galaxies,Milky Way Galaxy,,,,,,
Galactic and extragalactic astronomy,Galaxies,Disk galaxies,Spiral galaxies,Triangulum Galaxy,,,,,,
Galactic and extragalactic astronomy,Galaxies,Disk galaxies,Spiral galaxies,Barred spiral galaxies,,,,,,
Galactic and extragalactic astronomy,Galaxies,Disk galaxies,Spiral galaxies,Unbarred spiral galaxies,,,,,,
Galactic and extragalactic astronomy,Galaxies,Disk galaxies,Spiral galaxies,Andromeda Galaxy,,,,,,
Galactic and extragalactic astronomy,Galaxies,Companion galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Infrared excess galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Dwarf galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Dwarf galaxies,Dwarf spheroidal galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Dwarf galaxies,Dwarf spheroidal galaxies,Sagittarius dwarf spheroidal galaxy,,,,,,
Galactic and extragalactic astronomy,Galaxies,Dwarf galaxies,Dwarf spheroidal galaxies,Ursa Minor dwarf spheroidal galaxy,,,,,,
Galactic and extragalactic astronomy,Galaxies,Dwarf galaxies,Dwarf spheroidal galaxies,Fornax dwarf spheroidal galaxy,,,,,,
Galactic and extragalactic astronomy,Galaxies,Dwarf galaxies,Dwarf irregular galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Dwarf galaxies,Draco dwarf galaxy,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Dwarf galaxies,Nucleated dwarf galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Dwarf galaxies,Compact dwarf galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Dwarf galaxies,Compact dwarf galaxies,Blue compact dwarf galaxies,,,,,,
Galactic and extragalactic astronomy,Galaxies,Dwarf galaxies,Compact dwarf galaxies,Ultracompact dwarf galaxies,,,,,,
Galactic and extragalactic astronomy,Galaxies,Dwarf galaxies,Dwarf elliptical galaxies,,,,,,,
Galactic and extragalactic astronomy,Galaxies,Dwarf galaxies,Dwarf elliptical galaxies,Sculptor dwarf elliptical galaxy,,,,,,
Galactic and extragalactic astronomy,Galaxies,Late-type galaxies,,,,,,,,
Galactic and extragalactic astronomy,Galaxy groups,,,,,,,,,
Galactic and extragalactic astronomy,Galaxy groups,Hickson compact group,,,,,,,,
Galactic and extragalactic astronomy,Galaxy groups,Stefan's quintet,,,,,,,,
Galactic and extragalactic astronomy,Galaxy groups,Local Group,,,,,,,,
Galactic and extragalactic astronomy,Galaxy groups,Local Group,Milky Way Galaxy,,,,,,,
Galactic and extragalactic astronomy,Galaxy groups,Local Group,Andromeda Galaxy,,,,,,,
Galactic and extragalactic astronomy,Galaxy groups,Local Group,Magellanic Clouds,,,,,,,
Galactic and extragalactic astronomy,Galaxy groups,Local Group,Magellanic Clouds,Magellanic Stream,,,,,,
Galactic and extragalactic astronomy,Galaxy groups,Local Group,Magellanic Clouds,Small Magellanic Cloud,,,,,,
Galactic and extragalactic astronomy,Galaxy groups,Local Group,Magellanic Clouds,Large Magellanic Cloud,,,,,,
Galactic and extragalactic astronomy,Galaxy groups,Local Group,Triangulum Galaxy,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,,,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Galaxy environments,,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Circumgalactic medium,,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Astrophysical masers,,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Astrophysical masers,Megamasers,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Astrophysical masers,Water masers,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Astrophysical masers,Hydroxyl masers,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Astrophysical masers,Silicon monoxide masers,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Extragalactic magnetic fields,,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Missing mass,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Quasar absorption line spectroscopy,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Intergalactic clouds,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Intergalactic clouds,Lyman-alpha forest clouds,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Intergalactic clouds,Metal line absorbers,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Intergalactic clouds,Intergalactic dust clouds,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Intergalactic clouds,Damped Lyman-alpha systems,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Intergalactic clouds,Lyman limit systems,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Dark matter,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Dark matter,Warm dark matter,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Dark matter,Baryonic dark matter,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Dark matter,Cold dark matter,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Dark matter,Hot dark matter,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Intergalactic filaments,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Intergalactic medium phases,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Intergalactic medium phases,Hot intergalactic medium,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Intergalactic medium phases,Warm-hot intergalactic medium,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Intergalactic medium phases,Cool intergalactic medium,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Intergalactic medium phases,Cool intergalactic medium,Cooling flows,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Intergalactic gas,,,,,,,
Galactic and extragalactic astronomy,Extragalactic astronomy,Intergalactic medium,Voids,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,,,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Galaxy masses,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Galaxy masses,Galaxy mass distribution,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Galaxy masses,Galaxy mass distribution,Navarro-Frenk-White profile,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Galaxy magnetic fields,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Galaxy colors,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Galaxy colors,Blue cloud galaxies,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Galaxy colors,Green valley galaxies,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Galaxy colors,Red sequence galaxies,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Galaxy abundances,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Galaxy magnitudes,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Galaxy stellar content,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Galaxy fountains,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Galaxy ages,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Galaxy radial velocities,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Scaling relations,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Galaxy radii,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Galaxy jets,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy properties,Galaxy luminosities,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,Milky Way evolution,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,Milky Way magnetic fields,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,Milky Way formation,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,Galactic center,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,Gould Belt,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,Milky Way disk,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,Milky Way stellar halo,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,Milky Way dynamics,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,Galactic anticenter,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,Galactic abundances,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,Milky Way mass,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,Galactic bulge,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,Milky Way dark matter halo,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,Solar neighborhood,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,Galactic winds,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,Milky Way Galaxy fountains,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Milky Way Galaxy physics,Milky Way rotation,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy accretion disks,,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Voids,,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy spurs,,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Stellar kinematics,,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Stellar kinematics,Stellar motion,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Stellar kinematics,Stellar motion,Proper motions,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy dynamics,,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy cluster counts,,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy distances,,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy distances,Holmberg radius,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy distances,Hubble radius,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy stellar halos,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy stellar halos,Stellar rings,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Spiral arms,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Radio cores,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Blazars,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Radio lobes,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Low-luminosity active galactic nuclei,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,X-ray active galactic nuclei,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Relativistic disks,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Radio hot spots,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Quasars,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Quasars,Radio loud quasars,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Quasars,Broad-absorption line quasar,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Quasars,Double quasars,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Quasars,Radio quiet quasars,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Quasars,X-ray quasars,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Quasars,Quasar-galaxy pairs,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Radio jets,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Radio jets,Polar jets,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Radio jets,Relativistic jets,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,High-luminosity active galactic nuclei,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Radio active galactic nuclei,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Active galactic nuclei,Radio plumes,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy nuclei,Galaxy circumnuclear disk,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy spheroids,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy disks,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy disks,Galaxy stellar disks,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy dark matter halos,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy tails,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy tails,Tidal tails,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy tails,Ram pressure stripped tails,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Galaxy bulges,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Radio cores,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Circumgalactic medium,,,,,,,
Galactic and extragalactic astronomy,Galaxy physics,Galaxy structure,Spiral pitch angle,,,,,,,
